ID;dive;replicate;Dia;Mes;Ano;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;TipoProteccion;ANP;BuzoMonitor;HoraInicial;HoraFinal;ProfundidadFinal;Temperatura;Visibilidad;Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Abundancia;Clase;FM
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Asteropsis;carinifera;Asteropsis carinifera;;1;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pharia;pyramidata;Pharia pyramidata;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Phataria;unifascialis;Phataria unifascialis;;7;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Gorgoniidae;spp;Gorgoniidae spp;;2;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Eucidaris;thouarsii;Eucidaris thouarsii;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Tripneustes;depressus;Tripneustes depressus;;13;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pinctada;mazatlanica;Pinctada mazatlanica;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Chama;spp;Chama spp;;8;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pentaceraster;cumingi;Pentaceraster cumingi;;7;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pharia;pyramidata;Pharia pyramidata;;4;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Phataria;unifascialis;Phataria unifascialis;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Gorgoniidae;spp;Gorgoniidae spp;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Eucidaris;thouarsii;Eucidaris thouarsii;;3;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Tripneustes;depressus;Tripneustes depressus;;8;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Centrostephanus;coronatus;Centrostephanus coronatus;;1;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pinctada;mazatlanica;Pinctada mazatlanica;;8;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Chama;spp;Chama spp;;7;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pentaceraster;cumingi;Pentaceraster cumingi;;9;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Asteropsis;carinifera;Asteropsis carinifera;;1;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pharia;pyramidata;Pharia pyramidata;;7;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Phataria;unifascialis;Phataria unifascialis;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Gorgoniidae;spp;Gorgoniidae spp;;4;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Eucidaris;thouarsii;Eucidaris thouarsii;;4;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Tripneustes;depressus;Tripneustes depressus;;6;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Pinctada;mazatlanica;Pinctada mazatlanica;;4;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Chama;spp;Chama spp;;8;invert;
La Caverna 20/05/2011 Torres, Daniel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Torres, Daniel;NA;NA;5.1;NA;NA;;9;Octopus;spp;Octopus spp;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Pentaceraster;cumingi;Pentaceraster cumingi;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Pharia;pyramidata;Pharia pyramidata;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Phataria;unifascialis;Phataria unifascialis;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Gorgoniidae;spp;Gorgoniidae spp;;9;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Tripneustes;depressus;Tripneustes depressus;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Muricanthus;princeps;Muricanthus princeps;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Chama;spp;Chama spp;;9;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Pentaceraster;cumingi;Pentaceraster cumingi;;2;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Pharia;pyramidata;Pharia pyramidata;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Phataria;unifascialis;Phataria unifascialis;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Gorgoniidae;spp;Gorgoniidae spp;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Muricanthus;princeps;Muricanthus princeps;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Chama;spp;Chama spp;;11;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Pentaceraster;cumingi;Pentaceraster cumingi;;4;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Pharia;pyramidata;Pharia pyramidata;;2;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Phataria;unifascialis;Phataria unifascialis;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Gorgoniidae;spp;Gorgoniidae spp;;6;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Muricanthus;princeps;Muricanthus princeps;;7;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.5;NA;NA;;1;Chama;spp;Chama spp;;6;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pentaceraster;cumingi;Pentaceraster cumingi;;15;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pharia;pyramidata;Pharia pyramidata;;4;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Phataria;unifascialis;Phataria unifascialis;;10;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Gorgoniidae;spp;Gorgoniidae spp;;20;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Tripneustes;depressus;Tripneustes depressus;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Diadema;mexicanum;Diadema mexicanum;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pteria;sterna;Pteria sterna;;2;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Chama;spp;Chama spp;;50;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pentaceraster;cumingi;Pentaceraster cumingi;;10;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pharia;pyramidata;Pharia pyramidata;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Phataria;unifascialis;Phataria unifascialis;;6;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Gorgoniidae;spp;Gorgoniidae spp;;15;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Tripneustes;depressus;Tripneustes depressus;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Diadema;mexicanum;Diadema mexicanum;;2;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Isostichopus;fuscus;Isostichopus fuscus;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pteria;sterna;Pteria sterna;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Chama;spp;Chama spp;;39;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pentaceraster;cumingi;Pentaceraster cumingi;;4;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pharia;pyramidata;Pharia pyramidata;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Phataria;unifascialis;Phataria unifascialis;;3;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Gorgoniidae;spp;Gorgoniidae spp;;7;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Tripneustes;depressus;Tripneustes depressus;;2;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Centrostephanus;coronatus;Centrostephanus coronatus;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Pteria;sterna;Pteria sterna;;1;invert;
La Caverna 20/05/2011 Delgado, Samuel 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Delgado, Samuel;NA;NA;12.8;NA;NA;;2;Chama;spp;Chama spp;;40;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Pentaceraster;cumingi;Pentaceraster cumingi;;3;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Phataria;unifascialis;Phataria unifascialis;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Gorgoniidae;spp;Gorgoniidae spp;;5;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Chama;spp;Chama spp;;3;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Pentaceraster;cumingi;Pentaceraster cumingi;;2;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Gorgoniidae;spp;Gorgoniidae spp;;3;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Pinctada;mazatlanica;Pinctada mazatlanica;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Muricanthus;ambiguus;Muricanthus ambiguus;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Pentaceraster;cumingi;Pentaceraster cumingi;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Pharia;pyramidata;Pharia pyramidata;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Phataria;unifascialis;Phataria unifascialis;;2;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Gorgoniidae;spp;Gorgoniidae spp;;2;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Isostichopus;fuscus;Isostichopus fuscus;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Holothuroidea;spp;Holothuroidea spp;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Hexaplex;nigritus;Hexaplex nigritus;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;6;Pinctada;mazatlanica;Pinctada mazatlanica;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Pentaceraster;cumingi;Pentaceraster cumingi;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Phataria;unifascialis;Phataria unifascialis;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Gorgoniidae;spp;Gorgoniidae spp;;3;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Tripneustes;depressus;Tripneustes depressus;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Octopus;spp;Octopus spp;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Pentaceraster;cumingi;Pentaceraster cumingi;;2;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Echineaster;tenuispina;Echineaster tenuispina;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Hexaplex;nigritus;Hexaplex nigritus;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Nidorellia;armata;Nidorellia armata;;1;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Pentaceraster;cumingi;Pentaceraster cumingi;;2;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Phataria;unifascialis;Phataria unifascialis;;5;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Gorgoniidae;spp;Gorgoniidae spp;;6;invert;
La Caverna 20/05/2011 Solano, Rosario 3 2;3;2;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Solano, Rosario;NA;NA;18;NA;NA;;7;Hexaplex;nigritus;Hexaplex nigritus;;1;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Pentaceraster;cumingi;Pentaceraster cumingi;;6;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Phataria;unifascialis;Phataria unifascialis;;3;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Gorgoniidae;spp;Gorgoniidae spp;;2;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Phyllonotus;erythrostomus;Phyllonotus erythrostomus;;3;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Pinctada;mazatlanica;Pinctada mazatlanica;;2;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Chama;spp;Chama spp;;6;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Pentaceraster;cumingi;Pentaceraster cumingi;;4;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Phataria;unifascialis;Phataria unifascialis;;1;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Gorgoniidae;spp;Gorgoniidae spp;;1;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Pentaceraster;cumingi;Pentaceraster cumingi;;4;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Phataria;unifascialis;Phataria unifascialis;;2;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Echineaster;tenuispina;Echineaster tenuispina;;1;invert;
La Caverna 20/05/2011 Garcia, Juan Gabriel 3 1;3;1;20;5;2011;NA;La Caverna;NA;NA;NA;NA;NA;NA;Garcia, Juan Gabriel;NA;NA;19.2;NA;NA;;3;Gorgoniidae;spp;Gorgoniidae spp;;11;invert;
