"ID";"dive.x";"replicate.x";"Fecha.x";"Comunidad";"Sitio.x";"Latitud";"Longitud";"Habitat";"Zonificacion";"TipoProteccion";"ANP";"BuzoMonitor";"HoraInicial";"HoraFinal";"ProfundidadFinal";"Temperatura";"Visibilidad";"Corriente";"Transecto";"Genero";"Especie";"GeneroEspecie";"Sexo";"Abundancia";"Clase";"FM";"Fecha.y";"Sitio.y";"dive.y";"replicate.y"
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";8;"Tripneustes";"depressus";"Tripneustes depressus";"";5;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";8;"Muricanthus";"princeps";"Muricanthus princeps";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";8;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";2;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";8;"Chama";"spp";"Chama spp";"";3;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Phataria";"unifascialis";"Phataria unifascialis";"";8;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Gorgoniidae";"spp";"Gorgoniidae spp";"";6;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Tripneustes";"depressus";"Tripneustes depressus";"";12;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Chama";"spp";"Chama spp";"";8;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Phataria";"unifascialis";"Phataria unifascialis";"";11;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Gorgoniidae";"spp";"Gorgoniidae spp";"";4;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Eucidaris";"thouarsii";"Eucidaris thouarsii";"";3;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Tripneustes";"depressus";"Tripneustes depressus";"";6;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Centrostephanus";"coronatus";"Centrostephanus coronatus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Spondylus";"calcifer";"Spondylus calcifer";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Chama";"spp";"Chama spp";"";4;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Nidorellia";"armata";"Nidorellia armata";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";5;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Phataria";"unifascialis";"Phataria unifascialis";"";7;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Tripneustes";"depressus";"Tripneustes depressus";"";2;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";9;"Chama";"spp";"Chama spp";"";5;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";6;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Eucidaris";"thouarsii";"Eucidaris thouarsii";"";3;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Tripneustes";"depressus";"Tripneustes depressus";"";2;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Chama";"spp";"Chama spp";"";10;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";4;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Antipathes";"galapagensis";"Antipathes galapagensis";"";2;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Eucidaris";"thouarsii";"Eucidaris thouarsii";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Tripneustes";"depressus";"Tripneustes depressus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Muricanthus";"princeps";"Muricanthus princeps";"";2;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";4;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Chama";"spp";"Chama spp";"";15;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";2;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Phataria";"unifascialis";"Phataria unifascialis";"";4;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Gorgoniidae";"spp";"Gorgoniidae spp";"";4;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Holothuroidea";"spp";"Holothuroidea spp";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Pelayo Camacho, Flaviano 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Pelayo Camacho, Flaviano";NA;NA;5;NA;NA;"";10;"Chama";"spp";"Chama spp";"";8;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";2;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Gorgoniidae";"spp";"Gorgoniidae spp";"";15;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";1;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";6;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Gorgoniidae";"spp";"Gorgoniidae spp";"";5;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Phyllonotus";"erythrostomus";"Phyllonotus erythrostomus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Pteria";"sterna";"Pteria sterna";"";2;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";4;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Phataria";"unifascialis";"Phataria unifascialis";"";5;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Gorgoniidae";"spp";"Gorgoniidae spp";"";2;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Holothuroidea";"spp";"Holothuroidea spp";"";1;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Phyllonotus";"erythrostomus";"Phyllonotus erythrostomus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 1";3;1;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";3;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";2;"invert";"";"29/09/2011";"El Resumidero";3;1
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Phataria";"unifascialis";"Phataria unifascialis";"";4;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Gorgoniidae";"spp";"Gorgoniidae spp";"";4;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Holothuroidea";"spp";"Holothuroidea spp";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";2;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Phataria";"unifascialis";"Phataria unifascialis";"";9;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Gorgoniidae";"spp";"Gorgoniidae spp";"";4;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Tripneustes";"depressus";"Tripneustes depressus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";5;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Phataria";"unifascialis";"Phataria unifascialis";"";3;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Gorgoniidae";"spp";"Gorgoniidae spp";"";2;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Diadema";"mexicanum";"Diadema mexicanum";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Toxopneustes";"roseus";"Toxopneustes roseus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Muricanthus";"princeps";"Muricanthus princeps";"";1;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 2";3;2;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";4;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";5;"invert";"";"29/09/2011";"El Resumidero";3;2
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";9;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Asteropsis";"carinifera";"Asteropsis carinifera";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Eucidaris";"thouarsii";"Eucidaris thouarsii";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";5;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";11;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Phyllonotus";"erythrostomus";"Phyllonotus erythrostomus";"";1;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";3;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";5;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 3";3;3;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";5;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";5;"invert";"";"29/09/2011";"El Resumidero";3;3
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";6;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";3;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";6;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";6;"Gorgoniidae";"spp";"Gorgoniidae spp";"";2;"invert";"";"29/09/2011";"El Resumidero";3;4
"El Resumidero 29/09/2011 Garcia, Juan Gabriel 3 4";3;4;"29/09/2011";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;12;NA;NA;"";6;"Phyllonotus";"erythrostomus";"Phyllonotus erythrostomus";"";2;"invert";"";"29/09/2011";"El Resumidero";3;4
